,year,title,isBestSelling,subcategory
129,2019,"The Complete After Series Collection 5 Books Box Set by Anna Todd (After Ever Happy, After, After We Collided, After We Fell, Before)",False,
130,2019,ASVAB Prep Plus 2020-2021: 6 Practice Tests + Proven Strategies + Online + Video (Kaplan Test Prep),True,Vocational Test Guides
131,2019,Guts,True,Children's Biography Comics
132,2019,"Mom, I Want to Hear Your Story: A Mother’s Guided Journal To Share Her Life & Her Love",True,Security Design
133,2019,Fry Bread: A Native American Family Story,True,Children's Native American Books
134,2019,Facts Don't Care about Your Feelings,True,Arms Control
135,2019,On Earth We're Briefly Gorgeous: A Novel,True,LGBT Coming of Age Fiction
136,2019,Trustworthy - Bible Study Book: Overcoming Our Greatest Struggles to Trust God,False,
137,2019,Scribble Stones,True,Geology
138,2019,Peppa in Space (Peppa Pig),False,
139,2019,Dungeons & Dragons Essentials Kit (D&D Boxed Set),False,
140,2019,Berserk Deluxe Volume 1,False,
141,2019,Fear: Trump in the White House,False,
142,2019,LSAT Prep Plus 2020-2021: Strategies for Every Section + Real LSAT Questions + Online (Kaplan Test Prep),False,
143,2019,"Princeton Review ACT Premium Prep, 2020: 8 Practice Tests + Content Review + Strategies (College Test Preparation)",False,
144,2019,Eight Dates: Essential Conversations for a Lifetime of Love,False,
145,2019,The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,True,Children's General Humor Books
146,2019,"Just Ask!: Be Different, Be Brave, Be You",True,Children's Learning Disorders
147,2019,Radical Candor: Fully Revised & Updated Edition: Be a Kick-Ass Boss Without Losing Your Humanity,False,
148,2019,Witchery: Embrace the Witch Within,False,
149,2019,Into the Pit (Five Nights at Freddy’s: Fazbear Frights #1),True,Teen & Young Adult Ghost Stories
150,2019,Regretting You,False,
151,2019,"Worry Less, Pray More: A Woman's Devotional Guide to Anxiety-Free Living",False,
152,2019,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",False,
153,2019,Sulwe,False,
154,2019,My Magical Choices (The Magic of Me Series),True,Children with Disabilities
155,2019,Throne of Glass Box Set,False,
156,2019,"Drinking Animals Coloring Book: A Fun Coloring Gift Book for Party Lovers & Adults Relaxation with Stress Relieving Animal Designs, Quick and Easy Cocktail Recipes",True,"Cat, Dog & Animal Humor"
157,2019,The Warning: Testimonies and Prophecies of the Illumination of Conscience,True,Self Help for Catholics
158,2019,Eberron: Rising from the Last War (D&D Campaign Setting and Adventure Book) (Dungeons & Dragons),False,
159,2019,"Red, White & Royal Blue: A Novel",False,
160,2019,The Cool Bean,False,
161,2019,Disney Frozen 2 - I'm Ready to Read with Olaf and Friends - PI Kids (Play-A-Sound) (Disney Frozen II: I'm Ready to Read),False,
162,2019,5 Ingredients: Quick & Easy Food,False,
163,2019,The Dinky Donkey,False,
164,2019,The Scarecrow,False,
165,2019,Everything Is Mama,False,
166,2019,Discrimination and Disparities,True,Development & Growth Economics
167,2019,"Sofia Valdez, Future Prez (The Questioneers)",False,
168,2019,An Elephant & Piggie Biggie Volume 2! (An Elephant and Piggie Book),False,
169,2019,"Keto Meal Prep Cookbook For Beginners: 600 Easy, Simple & Basic Ketogenic Diet Recipes (Keto Cookbook)",True,"Pacific Rim Cooking, Food & Wine"
170,2019,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",True,Natural Language Processing
171,2019,Pocket Medicine: The Massachusetts General Hospital Handbook of Internal Medicine,True,Internal Medicine
172,2019,Long Way Down,False,
173,2019,"Humble Math - 100 Days of Timed Tests: Addition and Subtraction: Grades K-2, Math Drills, Digits 0-20, Reproducible Practice Problems",True,Mathematical Matrices
174,2019,The Good Egg,False,
175,2019,Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,False,
176,2019,"100 Parks, 5,000 Ideas: Where to Go, When to Go, What to See, What to Do",True,Cape Cod Massachusetts Travel Books
177,2019,Unicorn Academy #1: Sophia and Rainbow,False,
178,2019,High Achiever: The Incredible True Story of One Addict's Double Life,False,
179,2019,A Year of Us: A Couples Journal: One Question a Day to Spark Fun and Meaningful Conversations,False,
180,2019,Jude - Bible Study Book,False,
181,2019,What Color Is Your Parachute? 2020: A Practical Manual for Job-Hunters and Career-Changers,True,Job Resumes
182,2019,Front Desk (Scholastic Gold),True,Children's Asian & Asian American Books
183,2019,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",False,
184,2019,Ashes of Her Love,False,
185,2019,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,False,
186,2019,The Infinite Game,False,
187,2019,Poke-a-dot: Wheels on the Bus Wild Safari,False,
188,2019,Joy of Cooking: 2019 Edition Fully Revised and Updated,False,
189,2019,Little Legends: Exceptional Men in Black History,False,
190,2019,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,True,Social Sciences Research
191,2019,Inquebrantables (Spanish Edition),False,
192,2019,Range: Why Generalists Triumph in a Specialized World,False,
193,2019,How to Catch a Dinosaur,False,
194,2019,Walk Two Moons,False,
195,2019,"100 Animals: An Adult Coloring Book with Lions, Elephants, Owls, Horses, Dogs, Cats, and Many More!",False,
196,2019,Tiny Habits: The Small Changes That Change Everything,False,
197,2019,"The Plant Paradox Quick and Easy: The 30-Day Plan to Lose Weight, Feel Great, and Live Lectin-Free",True,Flowers in Biological Sciences
198,2019,"NIV, Beautiful Word Bible, Updated Edition, Peel/Stick Bible Tabs, Cloth over Board, Floral, Red Letter, Comfort Print: 600+ Full-Color Illustrated Verses",False,
199,2019,Down to Earth: Laid-back Interiors for Modern Living,False,
200,2019,Dog Man: The Cat Kid Collection: From the Creator of Captain Underpants (Dog Man #4-6 Boxed Set),False,
201,2019,"Instant Loss: Eat Real, Lose Weight: How I Lost 125 Pounds―Includes 100+ Recipes",False,
202,2019,12 Rules for Life: An Antidote to Chaos,False,
203,2019,Jesus Loves Me Songbook (Early Bird Sound Books) (Little Sunbeams),False,
204,2019,How Great Is Our God: 100 Indescribable Devotions About God and Science,False,
205,2019,Dune Messiah,False,
206,2019,"The Poison Jungle (Wings of Fire, Book 13)",False,
207,2019,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,True,
208,2019,"Think Big, Little One (Vashti Harrison)",True,Children's Literary Biographies
209,2019,Eat to Beat Disease: The New Science of How Your Body Can Heal Itself,False,
210,2019,The Water Dancer (Oprah's Book Club): A Novel,False,
211,2019,Women of the Word: How to Study the Bible with Both Our Hearts and Our Minds (Second Edition),False,
212,2019,Angry Ninja: A Children’s Book About Fighting and Managing Anger (Ninja Life Hacks),True,Children's Christian People & Places Fiction
213,2019,The Comprehensive Clinician's Guide to Cognitive Behavioral Therapy,True,Psychology Education & Training
214,2019,The Elder Scrolls: The Official Cookbook,False,
215,2019,"The Plant Based Diet for Beginners: 75 Delicious, Healthy Whole Food Recipes",False,
216,2019,Infiltration: The Plot to Destroy the Church from Within,True,History of Religions
217,2019,There There,False,
218,2019,Medical Medium Celery Juice: The Most Powerful Medicine of Our Time Healing Millions Worldwide,True,Rheumatic Diseases
219,2019,Magnus Chase and the Gods of Asgard Paperback Boxed Set,True,Children's Norse Literature
220,2019,I Broke My Butt! The Cheeky Sequel to the International Bestseller I Need a New Butt!,False,
221,2019,The Oracle: The Jubilean Mysteries Unveiled,False,
222,2019,"Tiny T. Rex and the Impossible Hug (Dinosaur Books, Dinosaur Books for Kids, Dinosaur Picture Books, Read Aloud Family Books, Books for Young Children)",False,
223,2019,The Walking Dead Compendium Volume 4,True,Zombie Graphic Novels
224,2019,Self-Care: A Day and Night Reflection Journal (90 Days) (Inner World),False,
225,2019,Peppa Pig - Sing with Peppa! Microphone and Look and Find Sound Activity Book Set - PI Kids (Play-A-Song),True,Children's Popular Music
226,2019,Berserk Deluxe Volume 2,False,
227,2019,"Handwriting Workbook for Kids: 3-in-1 Writing Practice Book to Master Letters, Words & Sentences",True,Charter Schools
228,2019,Nothing Fancy: Unfussy Food for Having People Over,True,Tablesetting & Cooking
229,2019,Physical Examination and Health Assessment,False,
230,2019,"Winter in Paradise (Paradise, 1)",False,
231,2019,"Permission to Feel: Unlocking the Power of Emotions to Help Our Kids, Ourselves, and Our Society Thrive",False,
232,2019,Anatomy Coloring Book,False,
233,2019,Be Still: 90 Devotions for the Hopeful Heart,False,
234,2019,"The Lost Continent (Wings of Fire, Book 11) (11)",False,
235,2019,Vessels of Fire and Glory: Breaking Demonic Spells Over America to Release a Great Awakening,True,Pentecostal & Charismatic Christianity
236,2019,The Wholesome Yum Easy Keto Cookbook: 100 Simple Low Carb Recipes. 10 Ingredients or Less,False,
237,2019,Risen Motherhood: Gospel Hope for Everyday Moments,False,
238,2019,The Tony Evans Bible Commentary,False,
239,2019,Ghost Boys,False,
240,2019,Positive Ninja: A Children’s Book About Mindfulness and Managing Negative Emotions and Feelings (Ninja Life Hacks),True,Children's Cycling Books
241,2019,America's Test Kitchen Twentieth Anniversary TV Show Cookbook: Best-Ever Recipes from the Most Successful Cooking Show on TV (Complete ATK TV Show Cookbook),False,
242,2019,Exploring Nature Activity Book for Kids: 50 Creative Projects to Spark Curiosity in the Outdoors,False,
243,2019,"Narwhal and Jelly Box Set (Books 1, 2, 3, AND Poster) (A Narwhal and Jelly Book)",False,
244,2019,"How Not to Diet: The Groundbreaking Science of Healthy, Permanent Weight Loss",False,
245,2019,Marvel Super Heroes - Me Reader Electronic Reader with 8 Book Library - PI Kids,False,
246,2019,The Boys Omnibus Vol. 2 TPB,False,
247,2019,My Sight Words Workbook: 101 High-Frequency Words Plus Games & Activities! (My Workbooks),False,
248,2019,"Wayside School Boxed Set: Wayside School Gets a Little Stranger, Wayside School is Falling Down, Sideway Stories from Wayside School",False,
249,2019,Fix It with Food: More Than 125 Recipes to Address Autoimmune Issues and Inflammation: A Cookbook,False,
250,2019,5-Minute Marvel Stories (5-Minute Stories),False,
251,2019,"Knot Tying Kit | Pro-Knot Best Rope Knot Cards, two practice cords and a carabiner",True,Sports Equipment & Supplies
252,2019,Glute Lab: The Art and Science of Strength and Physique Training,False,
253,2019,"The Chosen: 40 Days with Jesus (Imitation Leather) – Impactful and Inspirational Devotional – Perfect Gift for Confirmation, Holidays, and More",False,
254,2019,Permanent Record,False,
255,2019,These Truths: A History of the United States,False,
256,2019,"Dinosaur Coloring Book for Kids: Great Gift for Boys & Girls, Ages 4-8",False,
257,2019,Applied Behavior Analysis,True,Special Education
258,2019,Keto Air Fryer: 100+ Delicious Low-Carb Recipes to Heal Your Body & Help You Lose Weight,False,
259,2019,The Things We Cannot Say: A Novel,False,
260,2019,"Halloween Activity Book for Kids Ages 4-8: A Scary Fun Workbook For Happy Halloween Learning, Costume Party Coloring, Dot To Dot, Mazes, Word Search and More!",False,
261,2019,The Snowman's Song,False,
262,2019,Pete the Cat and the Perfect Pizza Party,False,
263,2019,Pasta Grannies: The Official Cookbook: The Secrets of Italy's Best Home Cooks,False,
264,2019,Stoner Coloring Book for Adults: The Stoner's Psychedelic Coloring Book,False,
265,2019,"Keto Meal Prep by FlavCity: 125+ Low Carb Recipes That Actually Taste Good (Keto Cookbook, Keto Diet Recipes, Keto Foods, Keto Dinner Ideas)",False,
266,2019,"It Starts with the Egg: How the Science of Egg Quality Can Help You Get Pregnant Naturally, Prevent Miscarriage, and Improve Your Odds in IVF",True,Reproductive Medicine & Technology
267,2019,Jesus Calling (Textured Gray Leathersoft): Enjoying Peace in His Presence (with Full Scriptures),False,
268,2019,CPT Professional 2020 (CPT / Current Procedural Terminology (Professional Edition)),False,
269,2019,"Automate the Boring Stuff with Python, 2nd Edition: Practical Programming for Total Beginners",False,
270,2019,Rand McNally Folded Map: United States,False,
271,2019,The Lost Heir (Wings of Fire Graphic Novel),False,
272,2019,The Official Ninja Foodi Grill Cookbook for Beginners: 75 Recipes for Indoor Grilling and Air Frying Perfection,False,
273,2019,"School Zone - Big Science Workbook - Ages 7 to 9, 2nd Grade, 3rd Grade, Weather, Seeds, Plants, Insects, Mammals, Ocean Life, Birds, and More (School Zone Big Workbook Series)",False,
274,2019,Maybe: A Story About the Endless Potential in All of Us,False,
275,2019,"Three-Body Problem Boxed Set: (The Three-Body Problem, The Dark Forest, Death's End) (Remembrance of Earth's Past)",False,
276,2019,The Body: A Guide for Occupants,True,Doctors & Medicine Humor
277,2019,"No Crumbs Left: Whole30 Endorsed, Recipes for Everyday Food Made Marvelous",False,
278,2019,"Number Tracing book for Preschoolers: Preschool Numbers Tracing Math Practice Workbook: Math Activity Book for Pre K, Kindergarten and Kids Ages 3-5 (Pre K Workbooks)",True,Checkers Game
279,2019,Triceratops (StoryBots) (Step into Reading),False,
280,2019,"Trick or Treat, Little Pumpkin (Finger Puppet Board Books) (Children's Interactive Finger Puppet Board Book)",False,
281,2019,I Am Not Your Perfect Mexican Daughter,False,
282,2019,Trump and the Future of America,False,
283,2019,"Starting a Business QuickStart Guide: The Simplified Beginner’s Guide to Launching a Successful Small Business, Turning Your Vision into Reality, and Achieving Your Entrepreneurial Dream",True,Business School Guides
284,2019,The Proudest Blue: A Story of Hijab and Family,True,Children's Muslim Fiction
285,2019,The Bad Guys in the Baddest Day Ever (The Bad Guys #10) (10),False,
286,2019,ABC Letter Tracing for Preschoolers: A Fun Book to Practice Writing for Kids Ages 3-5,True,Children's Science of Light & Sound
287,2019,The Hidden Kingdom (Wings of Fire Graphic Novel #3): A Graphix Book,False,
288,2019,The Last Kids on Earth and the Midnight Blade,False,
289,2019,The Official Bright Line Eating Cookbook: Weight Loss Made Simple,False,
290,2019,This Book Is Gray,False,
291,2019,"Three Cheers for Kid McGear!: (Family Read Aloud Books, Construction Books for Kids, Children's New Experiences Books, Stories in Verse)",False,
292,2019,Crochet Cute Critters: 26 Easy Amigurumi Patterns,True,Needlework
293,2019,Autumn in the Forest (Lift-a-Flap Surprise),False,
294,2019,Uni the Unicorn Uni's First Sleepover (Step into Reading),False,
295,2019,DARK AGENDA: The War to Destroy Christian America,True,Religious Intolerance & Persecution
296,2019,"Supernatural: The Official Cookbook: Burgers, Pies, and Other Bites from the Road (Science Fiction Fantasy)",False,
297,2019,"A New Alphabet for Humanity - A Children's Book of Alphabet Words to Inspire Compassion, Kindness and Positivity",False,
298,2019,Look Both Ways: A Tale Told in Ten Blocks,False,
299,2019,Watchmen (2019 Edition),True,Mystery Graphic Novels
300,2019,The Institute: A Novel,False,
301,2019,"Girl, Woman, Other: A Novel (Booker Prize Winner)",False,
302,2019,"123 things BIG & JUMBO Coloring Book: 123 Coloring Pages!!, Easy, LARGE, GIANT Simple Picture Coloring Books for Toddlers, Kids Ages 2-4, Early Learning, Preschool and Kindergarten (JUMBO and GIANT)",True,General Indiana Travel Guides
303,2019,"Best Friends (Real Friends, 2)",False,
304,2019,The Crossover (The Crossover Series),False,
305,2019,Thinner Leaner Stronger: The Simple Science of Building the Ultimate Female Body,True,Hip & Thigh Workouts
306,2019,"Live in Grace, Walk in Love: A 365-Day Journey",False,
307,2019,"School Zone - Reading Flash Card 4-Pack - Ages 4 and Up, Short and Long Vowel Sounds, Combination Sounds, Rhyming, and More (Flash Card 4-pk)",False,
308,2019,"WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game",True,Soccer
309,2019,For the Love of White: The White and Neutral Home,False,
310,2019,"The Boy with Big, Big Feelings",False,
311,2019,Ten Arguments for Deleting Your Social Media Accounts Right Now,False,
312,2019,"Tasty Every Day: All of the Flavor, None of the Fuss (An Official Tasty Cookbook)",False,
313,2019,Pumpkin Carving Stencils: 30 Halloween Patterns for Painting and Pumpkin Crafts,True,Stenciling
314,2019,The 5 Languages of Appreciation in the Workplace: Empowering Organizations by Encouraging People,False,
315,2019,Dog Training for Kids: Fun and Easy Ways to Care for Your Furry Friend,True,Fish & Aquarium Care
